comments,label
코디가 너무 예쁘세요 ㅎㅎ 밴딩이라 넘 편안해보여요😍,1
코디가 너무 예쁘세요 ㅎㅎ 밴딩이라 넘 편안해보여요😍,1
요 색감도 넘 예쁘다여🫶,1
턱이 잡힌거랑 색감이 넘 이쁜 팬츠네요😍 그린색 상의랑 매치하신 것도 넘 이쁩니당👍👍,1
끄 코디 넘 예쁜데욤🍀,1
컬러감이 넘 이뻐용 😄 패션 소통 가능할까요,1
스트라이프 만쉐☺️,1
스트라이프는 항상 성공적 ..! 👊🏻 착용샷 궁금해용 ㅎㅎㅎ,1
스트라이프는 실패없쥬!!😆,1
깔끔한 남친룩으로 딱이네요👏😮,1
색감 조화 넘 예쁘네요😮👏👏,1
스트라이프 코디 너무 배색 좋은데요?! 착샷 기대할게요!!🔥,1
스트라이프 긴팔은 저도 자주 애용하는 옷인데 뭐 입을지 모를 때 막 입고 나가기에 딱인 것 같아요 ㅋㅋ,1
스트라이프 딱 입기 좋죠🔥,1
스트라이프 넘좋죠 ㅎㅎㅎ👏👏,1
이거입고 데이트= 성공적😁,1
제가 제일 좋아하는 스트라이프 코디❤️,1
진짜 꾸안꾸 정석이시네요😆,1
요즘 입으시는 테이퍼드 핏 바지류들이 전부다 이쁜거같아요 😍,1
간단하게 코디하셔도 진짜 넘 멋지시고 깔끔하고 최고에용🙊🔥✨,1
테이퍼드 핏감 너무 취저에여😍,1
팬츠 핏 이쁘네요🔥,1
실루엣으로 승부보는 착장 크🔥,1
코디 짱 이뿌네용😮,1
크 더비 매치까지 매력있네요🔥,1
담백하니 좋아영❤️,1
핏 좋네용🙌🙌,1
깔끔하네요,1
🔥🔥,1
깔끔한 남친룩의 정석 슬랙스핏 미쳤습니당🌟,1
슬림일자야말로 기본중ㅈ에기본이죠,1
와 슬렉스 핏 진짜 깔끔하고 딱 슬렉스의 정석 느낌이에요!👍,1
슬랙스핏 이쁜데요.. 날씨가 좋은 만큼 즐거운 하루 되셔요😄,1
그레이 슬랙스 필수죠!!🔥🔥,1
이쁘네용😮,1
베이직은 언제나 최고죠🙌,1
깔끔한 핏👏,1
슬랙스 핏이 아주아주 고냥 미쳤네용🩶,1
핏 예쁘네요😄👍🏻👍🏻💯,1
캬 그레이 슬렉스 넘 이뿌네요..,1
기본 슬랙스는 무조건이죵 ! 그 중에서 핏이 젤 중요한데 핏이 넘 깔끔한데요 🫣,1
슬랙스핏이 나이스하네요!!👍,1
여름에도 이런 핏이 깔끔하니 이쁘더라구요👍👍,1
필수품👍 회색 진짜 이쁜듯요,1
🔥🔥🔥,1
Me encanta el bolso,1
#청바지 #청바지코디 #데님팬츠 #데님코디 #여름코디 #남자코디,1
움직일 때 편한 바지가 최고지이😊💛,1
아키클래식 넘 궁금하내요 핏도 너무예뻐요❤️,1
"심플하니 넘 이뽀요.,❤️",1
테이퍼드핏 저도 좋아하는데 허벅지나 엉덩이는 여유있고 종아리는 슬림하게!! 운동용으로 딱이죠😎👋👍,1
텐션좋은 바지는 여름철 필수품이죠!! 넘 잘어울려용>_<,1
오 저 여기 신발만 알았는데 옷도 괜찮나봐요 🌝,1
헬스장가서 입어도 안성맞춤이겠네요💯,1
트레이너쌤 같아요 ㅎㅎ😂😂,1
스트릿무드🔥🔥🔥 아시는분 👍,1
잘 지내시죠?🔥,1
bro 🔥🔥,1
힙하군요🔥🔥,1
스트릿한 뮤드 너무 좋자나료🔥,1
핏감 넘 이뻐요😍😍 즐거운 주말 보내세여😁,1
캬 아이템들 다 스트릿한무드 완전 좋아요🔥🔥,1
바지 맛도리구여🔥,1
카모 넘 예쁘네요😍,1
뒷면 프린팅 뭐 영화 끝날때 나오는건줄 알았아요,1
크으👏👏,1
코디하나하나 다 깔끔해요🙌,1
벙거지 모자도 넘 찰떡으로 잘 어울리시구 케이스 잃어버리셨다니ㅜㅜㅠㅠㅠ 잉ㅠ 속상하시겠어용🥺,1
믿고 보는 시티보이 장인😍,1
모자 너무 잘 어울려요!!😍 아니 케이스 어쩌다가 😂 맘 아프네용,1
데님 버킷햇 넘 귀엽고 잘 어울리세요😆👍,1
케이스 분실 안타깝네요😭,1
케이스 잃어버린 건 좀 속상하네요 😢,1
버즈케이스 분실이라니😢😢😢,1
오버한 셔츠핏 늠 힙하시다!!,1
더 예쁜걸로 삽시다!!! 그럴라고 돈번드아아😂,1
모자 넘 귀엽구 이뻐용😍😍❤️,1
코디를 말할려니 버즈케이스가 안타깝구나👀💦💦,1
난이도 꽤 높아요..벌ㅆ허,1
셔츠 이쁘네용,1
시티보이룩ㅎㅎ 멋지십니다🔥🔥,1
더 예쁜걸로 삽시다 2222,1
반팔티이뻐요오🔥🔥🔥,1
Dope bro🔥🔥🔥,1
clean 🔥🔥,1
스트릿무드 제대론데요❤️❤️🙌🔥,1
크 힙 그자체네요🔥🔥,1
캐트릿 멋져여🔥,1
신발탐나요,1
멋집니다💛💙,1
오랜만이어라😭😭😭머리가아쥬상콤해졌네여🔥🔥 마니바쁘신가봐여.자주소식좀전해줘유~~~~,1
요런 반팔티 있으면 진짜 든든하죠!!,1
프린팅 넘 예쁘네요🔥🔥,1
반가운 빈님😍,1
크 반팔티 너무 이뻐요!!🔥🙌,1
오 등판 넘 이뻐요😍,1
빈님 오셨다!!!! 헤어 컬러나 스타일 완전 잘어울리십니다!!!,1
"오앗 문래 어디사시나요! 저 남자친구가 문래 살아서 엄청 자주가는데 마주치면 인사해도 되나요!!ㅋㅋㅋㅋㅋㅋ 농담입니다,, 크림진 어울리기 어려운데 넘넘 예뻐여!!!👍",1
아 정말...볼때마다 멋져지시는 이 느낌 아닌 느낌은 머죠,1
뒤에 배경보다 더 믓지십니댜😍 코튼재질이라소 여름에 요 크림진에 자주 손이 갈것같은🔥🔥 시원해보이면서 넘나 깔꼼한 고뤈 크림바지군요🤍🤎🤍🤎🤍🤎 역쉬....갓영준느님😍 바지핏도 니트핏도 넘나 완벽쓰🖤🤍🖤🤍🖤🤍,1
여윽시 댄싱킹 영준님🕺🖤✨ 댄스와 근육으로 다져진 육체로 바지핏을 더 돋보이게 하시는군욥😍😍!,1
문래동 조각상 보려면 어디로 가면 되죠,1
"이러면 또 크림진을 꺼내야 하자나요,,💛 문래동의 자랑👍",1
크림진 색감 넘 예쁜데요 핏도 딱좋구🙌,1
오호!! 크림진 정말 이쁘네요!!🔥🔥🔥 은은하게 보이는 주름도 이쁘고 핏감도 훌륭합니다!👏👏 블랙&화이트 조합도 근본이죠!!!😆😆😆,1
어우 영준님의 섹시한 핏과 크림진이 만나니까 쵸 섹시로 진화😍😍,1
크 팬츠핏이 너무 좋으십니당,1
크림진 잘 어울리시네요 코디 너무 깔끔하네요!,1
크으 딱 깔꼼하게 떨어지는 테이퍼드핏 너모 매력적인걸여😍 라운드니트랑 입어쥬니 훈훈한 남친룩 완성이네용👍✨,1
문래 완전 좋아하는 동네인데 😮😮니트 디자인 포인트 너무 좋은데요🖤🔥🔥,1
코디도 힙하고 장소랑도 잘 어울려요🔥,1
핏 너무 좋으셔😍😍,1
어 살 너무 많이 빠지시면 안되요 꼬로미님😵 여름에는 조금은 에너지를 가지고있어여 합니다😆✨🔥,1
오늘도 합성인가요?!,1
코디 멋져요🔥,1
베이지 컬러감이 너무 이쁘네요🤍 무난하고 분위기있어서 평소에 입기 좋을 것 같아요~ 앞으로도 이쁜 착장 자주공유해주세요,1
그런느낌 부럽다..,1
크 단정한느낌의룩 넘 좋네여:),1
깔끔한룩 멋져요🙂,1
.,1
.,1
Nice outfit 🔥🔥🔥,1
오왓,1
👖,1
실루엣 여유롭고 좋은걸요👍👍,1
오 바지 원단 유니크하네요😍,1
원턱 디테일부터 바지 질감까지 비즈니스캐주얼에 너무 잘 어울리겠네요!!,1
국내브랜드들도 너무 잘하죠 요즘🔥,1
고급스럽기까지한 브랜드네요!,1
크 이 데님 진짜 물건이네요🔥🔥,1
캬...! 여름에 입기 좋은 데님이라니!!!🔥🔥🔥,1
일단 입으심 다 고급져보임👏,1
역시 용석이는 🔥,1
"팬츠 진짜 이쁘네요,,,,보자마자 오 이쁘다했습니다",1
바지 예쁘다 탐난다,1
오오.. 바지핏 탐스럽달까요?,1
그만 멋있어….,1
"저는 이런식으로 텍스쳐가 들어나는 데님 팬츠를 별로 선호하지 않았었는데, 이건 보자마자 진짜 예쁘다고 생각했어요!! 이렇게 포멀한 룩에도 예쁘고 캐주얼하게 입어도 예쁠 것 같네요🙊",1
실루엣이나 원단느낌이 너무 좋아보이네요😍,1
#여름코디 #패션스타그램 #남자패션 #남친룩 #30대코디 #6월코디 #테이퍼드핏 #여름옷추천 #소통 #selfie #동탄센트럴파크 #ootd #dailylook #menswear #style #남자여름옷 #여름남자코디 #동탄남자패션 #동탄코디 #동탄남자옷 #동탄센트럴파크 #likeforlike #동탄옷가게 #로든,1
너무예쁜 댄디한코디네요! 역시존잘😍,1
"크.. 진정한 남친룩 나왔네여,, 역시 연이님,, 아니 근데 대학생 아니셨나여,,,?👀👀👀",1
티라미슈같은남자☺️🤣🤣🤣🤣🤣,1
여기 코디 맛있다!?😍 깔끔한 코디 완전 잘어울리신다🔥,1
으앗 !!! 오늘샷 넘넘 조은데여?!!!!!!,1
얼굴도 맛집이네요😋😋,1
와 흰셔츠에 청바지 남친룩 그 자체!!🔥🔥,1
오늘따라 더 아이돌 같으세요 👏😍,1
완전 남친룩이자너~,1
카페 분위기 뭐예용❤️ 넘 좋아보이네용😍 인님 코기는 말뭐 완전 남친룩 정석👏,1
"엇 요룩에있눈 바지 핏 넘이뿌다,!!!!! 이거 자주입어조 희희",1
연님이 갔던데는 다 가보고싶지만.. 대구는 초큼 멀다요 아쉬워ㅠㅠㅠㅠ,1
"세상에나 남친룩 정석코디,,넘나 쥬아요 카페도 넘 예쁘구,,😆",1
카페입구가 완전 동화같고 예뻐요~! 룩도 엄청 소년스러운느낌😆👍🏻🍀,1
대구라니...! 여행가게되면 꼭 한 번 가봐야겠어요😮 리스트 추가 완료...📝,1
🔥,1
캬 이런 비비드한 색상까지 잘어울리시다니 ㄷㄷ 퍼스널컬러가 궁금하네요ㄷㄷ,1
셔츠 색감 쨍해서 너무 예뻐요💙 저도 긴팔셔츠 입고 나갔다가 더워서 실내에서만 보낸😅,1
아 존잘 셔츠 최고다 진짜💙💙,1
먼가 여름 비지니스 캐쥬얼의 정석,1
"비오고 나서 조금 습하지만,, 그래도 비 안 오는게 어디예요 ㅜ",1
셔츠 컬러가 너무 이뻐요😍,1
여름엔 역시 요런 소라칼라가 맛도리죠!  셔츠 코디 핏도 좋고 멋지고 훈훈한 느낌 최곱니다 💙👍🏻,1
깔꼼한 코디에 잘생기고 훈훈한 외모가 더해지니 더할나위없이좋네여😍😍,1
와 색감 도랐내요 ㄷㄷ 맑은 하늘 같아요🔥,1
다음주 휴일을 위하여 파이팅!!!🔥🔥🔥,1
남친룩으로 코디 완성이신데용?,1
이번주도 화이팅입니다🔥🔥,1
헐 셔츠 색감 대박 왤캐 시원하고 좋아여?!,1
셔츠코디최고라니까..🫶🏻,1
청량한 블루색감 너무 좋네요🔥 찐여름오기전에 뽕뽑기🙌🙌,1
테이퍼드 슬랙스에 카라반팔에~ 도트백!!! 올블랙에 포쓰까지 ! 완전 꾸안꾸느낌에 데일리룩으로최고!!!,1
"안녕하세요! 유익을 드리는 캐주얼 패션 브랜드, 오네시보로 입니다🕊🌿  님의 분위기 가득하신 심플하신 코디가 정말 최고세요👍🏻 괜찮으시다면 맞팔하시면서 꾸준히 소통하고 싶어요! 진심으로 응원하겠습니다✨ 평온하신 오후 보내세요🖤",1
😆,1
🐧,1
❤️,1
스타일이 좋으시네요,1
잘 보고 갑니다~~~^^,1
피드 잘 보고 갑니다!,1
👖,1
😍😍너무 기대되요. 셋업으로 입으려구요!,1
.,1
홈피엔 아직업뎃 안된거죠 ?,1
블랙도 나올까요?,1
"한 벌로 구매하고 싶은데, 슈즈 정보 부탁드려요",1
.,1
상하의 색감 소재 차이가 눈에 띌 정도일까요?,1
깔끔하고 이쁩니다👏👏,1
분위기랑 핏 미쳤어요!!!!!👏👏,1
🐰,1
슈즈까지 완벽한 룩입니당 💯💯💯,1
헨리넥 ㅎㅎ 핏 기똥찾니더😍,1
핸리넥이 이렇게 잘 어울리기 있나요 👏👏,1
그럼 다시!!!!!✨✨☺️,1
깔끔 폴로 👏👏 운동 열심히 하셔서 비율이 점점 더 좋아지시는 것 같아요.🔥,1
피지컬 미치도록조아요❤️❤️😍🔥,1
캬 핀턱바지 넘 잘 어울리세요🔥🔥,1
다시 올려주셔서 감샤함댜🤭🤭🤭,1
소원님 햇빛마저 도와주네요☀️ 뽀얀피부 더 뽀얗게 나와또용😍,1
우앙 머리 자르세니까 인물이 심하게 사는데용,1
상의핏 너무 멋지십니다🔥,1
흐 남성미 넘치는 코디😍,1
머슬핏 죽이네요😍👏👏,1
핏 좋으세요🤔🤔,1
아이구 !! ㅎㅎ 저도 저번에 그런실수를 한 적이 있었는데 무척 아쉽더라구요 ㅎㅎ 오늘 코디 너무 멋있어요!,1
팬츠핏부터 셔츠까지 완벽🔥🔥,1
흐앙 ㅜ ㅜ부다페스트라니...진짜 너무너무 가고싶었던곳인데여 😍😍😍😍,1
크으으으으 포스넘치는 올블랙코디로 부다페스트 접수하셨군요..!!🔥🔥🔥🔥,1
멋진 블랙 코디에 배경까지 넘 멋지네요🔥🔥 유럽이라니 정말 부럽습니다!,1
"헝가리는 한번도 못가봤는데, 랜선 체험하겠습니다😁👍",1
여유를 즐기시는게 유러피안 이신데요😍,1
캬…. 부다페스트 진짜 부럽네여😍,1
크 핏이 넘 멋지세요😍😍,1
마지막 윤슬이 보이는 배경과 걸어가는 동영상 너무 멋지네요🫢👍🏻,1
유럽여행은 너무 즐거워요ㅠㅠ다들 여유 즐기는 모습만 봐도 제가 다 여유로워지더라고요👏🏻👏🏻,1
오ㅏ우❤️ 대리만족 합니다❤️,1
부다페스트 역시... 최고네여 👏👏,1
너무재밌을거같아요 >__< 즐거운여행하규 사진많이자랑해주세요!!,1
선글라스 덕분에 여유가 더욱 넘쳐보여요👏,1
크 블랙코디 넘 멋지시다👏👏,1
옷코디가 이뿌네용 ㅎㅎ 잘보고갑니다,1
허리 28 개미허리네,1
🔥,1
🙋‍♂️,1
28..?,1
옷 색조합이 좋네요 ㅎㅎ 잘보고갑니당,1
카라니트 컬러감 굿이네요오옹,1
카라니트색 너무 좋은데여? 👍👀😍,1
상의 포인트 이쁜데요🔥,1
휴일이라 더 설레요 아주ㅋㅋㅋㅋ😄😄😄,1
카라니트 칼라감 너무이쁘네요 😍😍 너무잘어울리세요!!,1
수아레 미니멀 감성 넘 좋쥬!! ㅎㅎㅎ 이쁩니닷 🔥,1
연휴 댕좋네요…🔥 니트 색상 예쁘다,1
수아레 전용 모델 이신가요 ? 코디가 아주 찰떡 💞,1
카라니트 깔끔하구 좋네용💚💚,1
그린 계열 색감이 넘 이쁜걸요🌱👍,1
색감 너무 이쁘네요😆,1
완전 깔끔한 아보카도 색이네요😍,1
티셔츠 색감 머선일 🔥,1
상의 색감 너무 이쁘시다🔥🔥,1
🙌,1
와... 요 블레이저자켓 저도 구경가봐야겠네요🔥,1
깅엄체크에 니트타이👏 너무 좋아하는 취저 조합이네요🔥 5월도 행복하게 보내세요,1
와 롤업 너무 예쁜데요?!,1
5월도 화이팅입니다! 니트타이도 너무 예쁘구요🙌,1
캬 요즘엔 유니클로만으로도 요런 멋쟁이가 될수 있는 세상이네요 🔥👍,1
일교차가 큰날씨에 딱이네요!👏,1
안에 체크셔츠도 너무 이뻐요👏👏,1
ㅈㅏ켓 색감 너무 예쁘네요😍,1
캬 코디 넘 좋아요❤️❤️,1
크 코디 조합 너무 좋은데요🔥🔥,1
롤업까지 깔끔하네요😮,1
역시 오늘도 깔끔한 센스있는코디네요🤩👍 5월도 화이팅입니닷🔥,1
5월도 화이팅입니다🙌🙌,1
위트있는 캐주얼 코디 좋네요🔥,1
코튼 블레이저에 체크셔츠 아주 맛잇는 코디🔥,1
label,1
